group,group_zh,order_type,run_id,step,new_class_id,new_class,forgotten_classes,forget_accuracy,UA,retain_accuracy,full_test_accuracy,class_0_accuracy,class_1_accuracy,class_2_accuracy,class_3_accuracy,class_4_accuracy,class_5_accuracy,class_6_accuracy,class_7_accuracy,class_8_accuracy,class_9_accuracy,class_10_accuracy,class_11_accuracy,class_12_accuracy,class_13_accuracy,class_14_accuracy,class_15_accuracy,class_16_accuracy,class_17_accuracy,class_18_accuracy,class_19_accuracy,class_20_accuracy,class_21_accuracy,class_22_accuracy,class_23_accuracy,class_24_accuracy,class_25_accuracy,class_26_accuracy,class_27_accuracy,class_28_accuracy,class_29_accuracy,class_30_accuracy,class_31_accuracy,class_32_accuracy,class_33_accuracy,class_34_accuracy,class_35_accuracy,class_36_accuracy,class_37_accuracy,class_38_accuracy,class_39_accuracy,class_40_accuracy,class_41_accuracy,class_42_accuracy,class_43_accuracy,class_44_accuracy,class_45_accuracy,class_46_accuracy,class_47_accuracy,class_48_accuracy,class_49_accuracy,class_50_accuracy,class_51_accuracy,class_52_accuracy,class_53_accuracy,class_54_accuracy,class_55_accuracy,class_56_accuracy,class_57_accuracy,class_58_accuracy,class_59_accuracy,class_60_accuracy,class_61_accuracy,class_62_accuracy,class_63_accuracy,class_64_accuracy,class_65_accuracy,class_66_accuracy,class_67_accuracy,class_68_accuracy,class_69_accuracy,class_70_accuracy,class_71_accuracy,class_72_accuracy,class_73_accuracy,class_74_accuracy,class_75_accuracy,class_76_accuracy,class_77_accuracy,class_78_accuracy,class_79_accuracy,class_80_accuracy,class_81_accuracy,class_82_accuracy,class_83_accuracy,class_84_accuracy,class_85_accuracy,class_86_accuracy,class_87_accuracy,class_88_accuracy,class_89_accuracy,class_90_accuracy,class_91_accuracy,class_92_accuracy,class_93_accuracy,class_94_accuracy,class_95_accuracy,class_96_accuracy,class_97_accuracy,class_98_accuracy,class_99_accuracy
vehicles_1,車輛 1,hardfirst,vehicles1_hardfirst_seed1_k5,1,13,公車 / bus (13),13,0.0,100.0,70.62626262626263,69.92,89.0,80.0,60.0,48.0,61.0,70.0,78.0,72.0,83.0,79.0,51.0,47.0,76.0,0.0,53.0,74.0,78.0,80.0,66.0,62.0,85.0,88.0,69.0,81.0,80.0,56.0,62.0,56.0,73.0,64.0,71.0,68.0,65.0,61.0,76.0,51.0,80.0,77.0,64.0,78.0,61.0,89.0,70.0,84.0,46.0,63.0,48.0,63.0,91.0,83.0,54.0,71.0,66.0,88.0,81.0,41.0,89.0,78.0,87.0,69.0,85.0,67.0,81.0,71.0,52.0,59.0,79.0,58.0,92.0,81.0,70.0,79.0,45.0,59.0,49.0,91.0,89.0,64.0,62.0,72.0,58.0,77.0,93.0,68.0,65.0,75.0,69.0,80.0,78.0,82.0,84.0,78.0,62.0,56.0,91.0,73.0,64.0,76.0,53.0,71.0
vehicles_1,車輛 1,hardfirst,vehicles1_hardfirst_seed1_k5,2,8,腳踏車 / bicycle (8),"13,8",0.5,99.5,70.55102040816327,69.15,89.0,78.0,58.0,51.0,61.0,69.0,81.0,78.0,1.0,80.0,49.0,43.0,78.0,0.0,52.0,74.0,75.0,81.0,62.0,65.0,85.0,87.0,70.0,83.0,78.0,56.0,65.0,57.0,75.0,69.0,70.0,70.0,65.0,58.0,75.0,50.0,83.0,78.0,64.0,78.0,62.0,90.0,72.0,83.0,50.0,66.0,49.0,67.0,92.0,82.0,55.0,71.0,67.0,90.0,80.0,39.0,86.0,77.0,87.0,71.0,87.0,65.0,80.0,70.0,52.0,59.0,81.0,58.0,94.0,79.0,73.0,78.0,44.0,62.0,53.0,89.0,88.0,63.0,59.0,73.0,55.0,77.0,92.0,65.0,67.0,72.0,66.0,80.0,78.0,83.0,83.0,76.0,59.0,57.0,92.0,74.0,61.0,74.0,51.0,69.0
vehicles_1,車輛 1,hardfirst,vehicles1_hardfirst_seed1_k5,3,58,皮卡車 / pickup_truck (58),"13,8,58",9.333333333333334,90.66666666666667,70.57731958762886,68.74,89.0,80.0,61.0,48.0,62.0,73.0,82.0,77.0,28.0,78.0,51.0,52.0,80.0,0.0,53.0,74.0,79.0,82.0,66.0,63.0,85.0,86.0,68.0,82.0,79.0,55.0,61.0,55.0,71.0,66.0,70.0,68.0,61.0,60.0,76.0,51.0,82.0,75.0,66.0,78.0,64.0,88.0,72.0,83.0,46.0,65.0,49.0,66.0,96.0,85.0,52.0,71.0,67.0,90.0,82.0,46.0,88.0,76.0,0.0,69.0,87.0,66.0,80.0,71.0,52.0,55.0,78.0,60.0,93.0,79.0,70.0,79.0,42.0,60.0,48.0,91.0,89.0,64.0,60.0,71.0,56.0,76.0,91.0,68.0,69.0,72.0,65.0,80.0,79.0,85.0,84.0,77.0,59.0,59.0,91.0,75.0,63.0,78.0,50.0,74.0
vehicles_1,車輛 1,hardfirst,vehicles1_hardfirst_seed1_k5,4,90,火車 / train (90),"13,8,58,90",7.5,92.5,70.28125,67.77,89.0,79.0,59.0,51.0,61.0,70.0,80.0,76.0,30.0,79.0,48.0,51.0,81.0,0.0,55.0,76.0,76.0,81.0,69.0,64.0,87.0,85.0,69.0,84.0,80.0,57.0,64.0,55.0,74.0,66.0,69.0,68.0,63.0,61.0,74.0,48.0,81.0,77.0,63.0,78.0,62.0,89.0,72.0,84.0,45.0,63.0,48.0,64.0,95.0,85.0,52.0,69.0,68.0,91.0,81.0,43.0,89.0,78.0,0.0,69.0,86.0,67.0,80.0,68.0,51.0,57.0,78.0,56.0,93.0,78.0,69.0,79.0,44.0,57.0,49.0,89.0,88.0,63.0,61.0,72.0,57.0,82.0,92.0,66.0,69.0,75.0,69.0,77.0,80.0,85.0,0.0,79.0,61.0,56.0,92.0,73.0,60.0,74.0,48.0,72.0
vehicles_1,車輛 1,hardfirst,vehicles1_hardfirst_seed1_k5,5,48,摩托車 / motorcycle (48),"13,8,58,90,48",9.6,90.4,70.34736842105264,67.31,88.0,82.0,62.0,50.0,60.0,73.0,82.0,77.0,48.0,82.0,47.0,47.0,80.0,0.0,53.0,75.0,77.0,83.0,65.0,65.0,86.0,88.0,66.0,80.0,78.0,56.0,66.0,56.0,74.0,64.0,67.0,66.0,65.0,60.0,75.0,51.0,82.0,80.0,65.0,78.0,61.0,90.0,73.0,83.0,47.0,65.0,51.0,65.0,0.0,84.0,54.0,72.0,67.0,91.0,81.0,43.0,88.0,79.0,0.0,71.0,86.0,70.0,80.0,70.0,50.0,59.0,79.0,54.0,94.0,81.0,69.0,80.0,46.0,59.0,49.0,89.0,88.0,66.0,61.0,70.0,54.0,81.0,94.0,66.0,70.0,74.0,69.0,79.0,79.0,84.0,0.0,77.0,59.0,58.0,92.0,74.0,62.0,74.0,49.0,72.0
flowers,花卉,official,flowers_official_seed1_k5,1,54,蘭花 / orchid (54),54,0.0,100.0,70.0,69.3,87.0,83.0,58.0,50.0,59.0,69.0,79.0,71.0,79.0,82.0,45.0,48.0,79.0,65.0,56.0,75.0,78.0,81.0,65.0,64.0,86.0,85.0,68.0,79.0,79.0,55.0,59.0,56.0,74.0,64.0,69.0,67.0,63.0,61.0,77.0,50.0,80.0,77.0,62.0,79.0,60.0,89.0,74.0,81.0,43.0,64.0,47.0,67.0,91.0,82.0,54.0,67.0,66.0,88.0,0.0,38.0,86.0,77.0,84.0,70.0,86.0,68.0,81.0,67.0,53.0,61.0,79.0,57.0,93.0,79.0,71.0,79.0,46.0,59.0,50.0,90.0,88.0,63.0,62.0,68.0,59.0,74.0,88.0,67.0,69.0,73.0,68.0,77.0,80.0,84.0,82.0,80.0,65.0,56.0,91.0,73.0,61.0,76.0,46.0,70.0
flowers,花卉,official,flowers_official_seed1_k5,2,62,罌粟花 / poppy (62),"54,62",0.0,100.0,70.31632653061224,68.91,87.0,80.0,60.0,51.0,57.0,68.0,82.0,78.0,80.0,78.0,48.0,48.0,78.0,67.0,60.0,74.0,78.0,79.0,66.0,65.0,86.0,85.0,67.0,81.0,80.0,59.0,62.0,57.0,74.0,65.0,66.0,67.0,62.0,60.0,75.0,51.0,78.0,79.0,63.0,79.0,60.0,89.0,74.0,82.0,41.0,63.0,47.0,63.0,93.0,83.0,53.0,71.0,66.0,88.0,0.0,41.0,88.0,77.0,84.0,70.0,85.0,66.0,0.0,72.0,53.0,58.0,80.0,58.0,94.0,79.0,72.0,80.0,48.0,58.0,52.0,92.0,88.0,66.0,60.0,72.0,59.0,71.0,88.0,66.0,67.0,71.0,69.0,81.0,80.0,85.0,83.0,77.0,65.0,59.0,91.0,73.0,63.0,76.0,53.0,68.0
flowers,花卉,official,flowers_official_seed1_k5,3,70,玫瑰 / rose (70),"54,62,70",0.0,100.0,70.21649484536083,68.11,88.0,82.0,61.0,49.0,59.0,68.0,82.0,78.0,82.0,79.0,49.0,48.0,77.0,67.0,62.0,73.0,78.0,80.0,62.0,65.0,87.0,85.0,65.0,81.0,79.0,54.0,63.0,57.0,73.0,65.0,66.0,66.0,62.0,60.0,76.0,49.0,80.0,78.0,64.0,79.0,58.0,89.0,72.0,83.0,47.0,66.0,47.0,67.0,93.0,85.0,50.0,73.0,65.0,91.0,0.0,41.0,88.0,76.0,85.0,67.0,86.0,66.0,0.0,67.0,51.0,60.0,80.0,57.0,94.0,77.0,0.0,80.0,46.0,59.0,50.0,92.0,88.0,66.0,62.0,74.0,54.0,74.0,87.0,66.0,65.0,72.0,71.0,79.0,79.0,84.0,81.0,78.0,64.0,58.0,88.0,73.0,64.0,77.0,51.0,70.0
flowers,花卉,official,flowers_official_seed1_k5,4,82,向日葵 / sunflower (82),"54,62,70,82",0.0,100.0,70.23958333333333,67.43,88.0,82.0,61.0,52.0,59.0,71.0,80.0,78.0,82.0,80.0,52.0,44.0,77.0,68.0,57.0,77.0,79.0,81.0,64.0,63.0,87.0,85.0,67.0,82.0,78.0,54.0,63.0,56.0,72.0,64.0,68.0,67.0,61.0,63.0,76.0,46.0,78.0,77.0,63.0,80.0,59.0,89.0,73.0,84.0,43.0,65.0,49.0,66.0,93.0,85.0,50.0,71.0,66.0,90.0,0.0,41.0,87.0,77.0,84.0,69.0,86.0,64.0,0.0,70.0,50.0,58.0,78.0,57.0,94.0,79.0,0.0,80.0,47.0,58.0,51.0,89.0,88.0,66.0,62.0,74.0,54.0,72.0,0.0,71.0,65.0,70.0,69.0,79.0,78.0,83.0,83.0,78.0,76.0,62.0,91.0,73.0,64.0,77.0,53.0,71.0
flowers,花卉,official,flowers_official_seed1_k5,5,92,鬱金香 / tulip (92),"54,62,70,82,92",0.0,100.0,70.32631578947368,66.81,90.0,82.0,62.0,51.0,57.0,70.0,81.0,76.0,83.0,80.0,47.0,48.0,77.0,69.0,59.0,75.0,77.0,82.0,63.0,66.0,86.0,84.0,67.0,82.0,79.0,52.0,63.0,58.0,76.0,65.0,69.0,66.0,63.0,63.0,75.0,46.0,80.0,77.0,63.0,79.0,60.0,87.0,76.0,83.0,47.0,67.0,51.0,65.0,93.0,84.0,51.0,68.0,65.0,90.0,0.0,42.0,88.0,77.0,86.0,67.0,87.0,66.0,0.0,68.0,52.0,59.0,79.0,55.0,94.0,80.0,0.0,81.0,46.0,58.0,52.0,92.0,88.0,67.0,63.0,74.0,53.0,71.0,0.0,67.0,65.0,74.0,67.0,78.0,81.0,84.0,83.0,79.0,0.0,58.0,90.0,75.0,66.0,76.0,49.0,69.0
flowers,花卉,random,flowers_random_seed1_k5,1,70,玫瑰 / rose (70),70,0.0,100.0,70.1010101010101,69.4,88.0,80.0,57.0,48.0,52.0,67.0,80.0,76.0,80.0,77.0,47.0,46.0,78.0,66.0,59.0,75.0,76.0,80.0,65.0,64.0,86.0,86.0,63.0,81.0,77.0,55.0,63.0,58.0,75.0,65.0,67.0,65.0,61.0,58.0,74.0,51.0,83.0,79.0,61.0,79.0,58.0,87.0,71.0,82.0,44.0,64.0,47.0,67.0,93.0,84.0,55.0,71.0,67.0,87.0,83.0,40.0,87.0,75.0,86.0,70.0,86.0,65.0,79.0,70.0,51.0,60.0,78.0,57.0,94.0,80.0,0.0,79.0,49.0,59.0,49.0,91.0,88.0,66.0,60.0,73.0,58.0,74.0,89.0,63.0,69.0,72.0,68.0,79.0,80.0,84.0,85.0,76.0,59.0,56.0,90.0,75.0,62.0,76.0,54.0,71.0
flowers,花卉,random,flowers_random_seed1_k5,2,54,蘭花 / orchid (54),"70,54",0.0,100.0,70.3061224489796,68.9,89.0,79.0,56.0,52.0,59.0,72.0,81.0,74.0,82.0,81.0,48.0,45.0,80.0,67.0,56.0,74.0,78.0,82.0,63.0,65.0,86.0,85.0,69.0,81.0,80.0,55.0,58.0,57.0,74.0,66.0,67.0,68.0,62.0,60.0,76.0,50.0,81.0,79.0,65.0,81.0,59.0,89.0,72.0,82.0,45.0,61.0,48.0,67.0,93.0,84.0,54.0,71.0,65.0,87.0,0.0,41.0,85.0,78.0,82.0,71.0,86.0,65.0,81.0,66.0,52.0,63.0,79.0,58.0,94.0,78.0,0.0,80.0,47.0,57.0,49.0,88.0,89.0,64.0,61.0,68.0,56.0,73.0,88.0,70.0,69.0,70.0,68.0,78.0,79.0,82.0,83.0,79.0,72.0,56.0,91.0,75.0,62.0,76.0,51.0,70.0
flowers,花卉,random,flowers_random_seed1_k5,3,92,鬱金香 / tulip (92),"70,54,92",0.0,100.0,70.4639175257732,68.35,90.0,83.0,61.0,52.0,58.0,69.0,79.0,76.0,82.0,79.0,46.0,46.0,79.0,68.0,56.0,73.0,78.0,83.0,68.0,64.0,86.0,85.0,69.0,81.0,80.0,57.0,62.0,58.0,74.0,65.0,70.0,67.0,64.0,62.0,75.0,45.0,81.0,79.0,65.0,81.0,59.0,87.0,72.0,84.0,49.0,64.0,46.0,62.0,92.0,85.0,53.0,73.0,67.0,86.0,0.0,40.0,86.0,77.0,86.0,72.0,86.0,63.0,83.0,66.0,52.0,60.0,80.0,58.0,94.0,79.0,0.0,80.0,45.0,55.0,49.0,90.0,88.0,65.0,62.0,71.0,55.0,71.0,90.0,71.0,67.0,71.0,68.0,77.0,80.0,84.0,80.0,78.0,0.0,57.0,91.0,74.0,63.0,75.0,51.0,70.0
flowers,花卉,random,flowers_random_seed1_k5,4,62,罌粟花 / poppy (62),"70,54,92,62",0.0,100.0,70.40625,67.59,89.0,85.0,62.0,52.0,59.0,70.0,80.0,78.0,84.0,78.0,48.0,49.0,77.0,68.0,58.0,73.0,78.0,80.0,66.0,65.0,86.0,84.0,68.0,80.0,80.0,54.0,62.0,54.0,73.0,64.0,67.0,67.0,65.0,60.0,77.0,49.0,81.0,78.0,66.0,79.0,60.0,89.0,71.0,83.0,47.0,66.0,47.0,65.0,92.0,84.0,52.0,69.0,65.0,89.0,0.0,41.0,88.0,79.0,87.0,70.0,85.0,64.0,0.0,67.0,52.0,57.0,78.0,58.0,94.0,78.0,0.0,82.0,46.0,57.0,52.0,90.0,88.0,64.0,61.0,74.0,55.0,71.0,89.0,70.0,66.0,71.0,70.0,79.0,80.0,85.0,81.0,81.0,0.0,61.0,91.0,73.0,63.0,75.0,47.0,67.0
flowers,花卉,random,flowers_random_seed1_k5,5,82,向日葵 / sunflower (82),"70,54,92,62,82",0.0,100.0,70.27368421052631,66.76,88.0,83.0,62.0,53.0,61.0,76.0,83.0,79.0,83.0,83.0,49.0,47.0,76.0,68.0,58.0,74.0,78.0,80.0,62.0,63.0,86.0,85.0,67.0,80.0,77.0,52.0,66.0,57.0,73.0,64.0,68.0,65.0,62.0,62.0,74.0,48.0,81.0,78.0,64.0,80.0,58.0,89.0,72.0,84.0,45.0,62.0,48.0,67.0,93.0,84.0,52.0,70.0,66.0,88.0,0.0,40.0,88.0,78.0,86.0,69.0,86.0,66.0,0.0,71.0,52.0,57.0,78.0,58.0,94.0,79.0,0.0,81.0,47.0,58.0,52.0,90.0,88.0,64.0,62.0,72.0,53.0,72.0,0.0,71.0,68.0,73.0,69.0,79.0,79.0,83.0,81.0,78.0,0.0,59.0,91.0,75.0,63.0,76.0,44.0,73.0
flowers,花卉,hardfirst,flowers_hardfirst_seed1_k5,1,92,鬱金香 / tulip (92),92,0.0,100.0,70.34343434343434,69.64,89.0,81.0,57.0,51.0,53.0,68.0,79.0,74.0,81.0,78.0,46.0,46.0,79.0,66.0,55.0,77.0,76.0,81.0,64.0,66.0,86.0,84.0,69.0,79.0,79.0,54.0,65.0,59.0,73.0,65.0,67.0,66.0,64.0,62.0,75.0,51.0,83.0,76.0,66.0,79.0,60.0,87.0,72.0,85.0,49.0,63.0,45.0,61.0,91.0,83.0,53.0,69.0,68.0,88.0,84.0,40.0,87.0,77.0,86.0,70.0,87.0,66.0,80.0,67.0,52.0,61.0,79.0,55.0,94.0,79.0,73.0,79.0,47.0,57.0,48.0,92.0,88.0,65.0,60.0,70.0,55.0,73.0,90.0,64.0,67.0,71.0,68.0,77.0,79.0,86.0,84.0,77.0,0.0,56.0,91.0,73.0,63.0,78.0,52.0,74.0
flowers,花卉,hardfirst,flowers_hardfirst_seed1_k5,2,70,玫瑰 / rose (70),"92,70",0.0,100.0,70.35714285714286,68.95,88.0,80.0,58.0,54.0,58.0,68.0,82.0,76.0,81.0,79.0,42.0,50.0,79.0,66.0,60.0,75.0,78.0,81.0,64.0,67.0,86.0,86.0,68.0,79.0,78.0,55.0,64.0,58.0,75.0,64.0,65.0,67.0,65.0,59.0,77.0,46.0,81.0,76.0,63.0,79.0,59.0,88.0,74.0,84.0,46.0,62.0,47.0,62.0,93.0,82.0,50.0,72.0,67.0,89.0,82.0,42.0,87.0,78.0,84.0,68.0,86.0,65.0,78.0,66.0,52.0,57.0,78.0,57.0,94.0,79.0,0.0,79.0,47.0,59.0,49.0,90.0,87.0,66.0,61.0,73.0,56.0,71.0,90.0,67.0,68.0,70.0,68.0,78.0,83.0,85.0,83.0,79.0,0.0,57.0,90.0,73.0,62.0,77.0,50.0,72.0
flowers,花卉,hardfirst,flowers_hardfirst_seed1_k5,3,62,罌粟花 / poppy (62),"92,70,62",0.0,100.0,70.4639175257732,68.35,89.0,83.0,56.0,50.0,57.0,67.0,78.0,76.0,83.0,78.0,50.0,49.0,78.0,68.0,55.0,74.0,79.0,80.0,65.0,64.0,86.0,86.0,69.0,81.0,78.0,54.0,65.0,55.0,74.0,65.0,67.0,67.0,65.0,60.0,76.0,49.0,82.0,75.0,65.0,79.0,61.0,88.0,75.0,82.0,47.0,60.0,45.0,60.0,92.0,85.0,55.0,74.0,67.0,88.0,84.0,42.0,88.0,78.0,84.0,68.0,86.0,69.0,0.0,69.0,54.0,59.0,79.0,57.0,94.0,80.0,0.0,81.0,48.0,56.0,49.0,92.0,88.0,65.0,60.0,73.0,56.0,71.0,89.0,68.0,67.0,72.0,68.0,77.0,80.0,84.0,84.0,78.0,0.0,60.0,90.0,75.0,63.0,77.0,47.0,70.0
flowers,花卉,hardfirst,flowers_hardfirst_seed1_k5,4,54,蘭花 / orchid (54),"92,70,62,54",0.0,100.0,70.51041666666667,67.69,89.0,82.0,58.0,52.0,61.0,71.0,80.0,78.0,84.0,80.0,48.0,49.0,80.0,66.0,58.0,74.0,80.0,81.0,61.0,63.0,86.0,85.0,69.0,80.0,79.0,55.0,62.0,54.0,73.0,65.0,65.0,68.0,67.0,58.0,76.0,49.0,82.0,74.0,65.0,80.0,59.0,89.0,73.0,82.0,49.0,68.0,45.0,68.0,92.0,84.0,51.0,73.0,65.0,90.0,0.0,41.0,86.0,78.0,87.0,70.0,87.0,66.0,0.0,67.0,53.0,58.0,79.0,60.0,94.0,82.0,0.0,80.0,46.0,56.0,49.0,89.0,87.0,65.0,62.0,73.0,60.0,74.0,89.0,70.0,68.0,74.0,68.0,79.0,79.0,84.0,83.0,78.0,0.0,56.0,91.0,74.0,61.0,77.0,44.0,70.0
flowers,花卉,hardfirst,flowers_hardfirst_seed1_k5,5,82,向日葵 / sunflower (82),"92,70,62,54,82",0.0,100.0,70.53684210526316,67.01,89.0,83.0,60.0,53.0,62.0,76.0,83.0,79.0,83.0,83.0,52.0,48.0,77.0,68.0,63.0,74.0,79.0,80.0,63.0,63.0,87.0,86.0,68.0,81.0,78.0,54.0,65.0,59.0,74.0,66.0,68.0,67.0,64.0,60.0,75.0,47.0,80.0,77.0,63.0,80.0,60.0,90.0,73.0,83.0,45.0,63.0,49.0,68.0,93.0,85.0,51.0,70.0,64.0,90.0,0.0,41.0,88.0,77.0,86.0,69.0,87.0,66.0,0.0,72.0,51.0,58.0,79.0,58.0,94.0,80.0,0.0,80.0,46.0,56.0,51.0,90.0,88.0,65.0,62.0,72.0,54.0,73.0,0.0,69.0,66.0,75.0,69.0,78.0,80.0,81.0,85.0,78.0,0.0,56.0,91.0,75.0,62.0,76.0,44.0,72.0
