group,group_zh,order_type,run_id,step,new_class_id,new_class,class_id,class_name,class_label,accuracy,is_forgotten_so_far,is_newly_forgotten,is_target_class
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),31,elephant,大象 / elephant (31),0.0,True,True,True
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),32,flatfish,flatfish (32),64.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),33,forest,forest (33),62.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),34,fox,fox (34),80.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),35,girl,girl (35),49.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),36,hamster,hamster (36),81.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),37,house,house (37),76.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),38,kangaroo,袋鼠 / kangaroo (38),0.0,True,False,True
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),39,keyboard,keyboard (39),78.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),40,lamp,lamp (40),63.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),41,lawn_mower,lawn_mower (41),88.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),42,leopard,leopard (42),75.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),43,lion,lion (43),85.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),44,lizard,lizard (44),41.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),45,lobster,lobster (45),66.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),46,man,man (46),45.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),47,maple_tree,maple_tree (47),62.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),48,motorcycle,摩托車 / motorcycle (48),95.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),49,mountain,mountain (49),84.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),50,mouse,mouse (50),53.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),51,mushroom,mushroom (51),68.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),52,oak_tree,oak_tree (52),66.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),53,orange,orange (53),91.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),54,orchid,蘭花 / orchid (54),83.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),55,otter,otter (55),41.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),56,palm_tree,palm_tree (56),86.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),57,pear,pear (57),77.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),58,pickup_truck,皮卡車 / pickup_truck (58),86.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),59,pine_tree,pine_tree (59),69.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),60,plain,plain (60),86.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),61,plate,plate (61),68.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),62,poppy,罌粟花 / poppy (62),83.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),63,porcupine,porcupine (63),70.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),64,possum,possum (64),53.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),65,rabbit,rabbit (65),61.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),66,raccoon,raccoon (66),78.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),67,ray,ray (67),56.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),68,road,road (68),93.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),69,rocket,rocket (69),78.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),70,rose,玫瑰 / rose (70),68.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),71,sea,sea (71),79.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),72,seal,seal (72),44.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),73,shark,shark (73),54.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),74,shrew,shrew (74),51.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),75,skunk,skunk (75),91.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),76,skyscraper,skyscraper (76),88.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),77,snail,snail (77),65.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),78,snake,snake (78),63.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),79,spider,spider (79),70.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),80,squirrel,squirrel (80),58.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),81,streetcar,streetcar (81),70.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),82,sunflower,向日葵 / sunflower (82),92.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),83,sweet_pepper,sweet_pepper (83),67.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),84,table,table (84),67.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),85,tank,tank (85),71.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),86,telephone,telephone (86),68.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),87,television,television (87),78.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),88,tiger,tiger (88),75.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),89,tractor,tractor (89),85.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),90,train,火車 / train (90),83.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),91,trout,trout (91),78.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),92,tulip,鬱金香 / tulip (92),61.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),93,turtle,turtle (93),56.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),94,wardrobe,wardrobe (94),90.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),95,whale,whale (95),76.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),96,willow_tree,willow_tree (96),65.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),97,wolf,wolf (97),78.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),98,woman,woman (98),52.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,random,large_omni_random_seed1_k5,5,31,大象 / elephant (31),99,worm,worm (99),73.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),0,apple,apple (0),88.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),1,aquarium_fish,aquarium_fish (1),78.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),2,baby,baby (2),51.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),3,bear,bear (3),54.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),4,beaver,beaver (4),57.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),5,bed,bed (5),68.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),6,bee,bee (6),80.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),7,beetle,beetle (7),75.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),8,bicycle,腳踏車 / bicycle (8),79.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),9,bottle,bottle (9),77.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),10,bowl,bowl (10),45.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),11,boy,boy (11),48.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),12,bridge,bridge (12),77.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),13,bus,公車 / bus (13),65.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),14,butterfly,butterfly (14),54.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),15,camel,駱駝 / camel (15),75.0,False,False,True
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),16,can,can (16),78.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),17,castle,castle (17),82.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),18,caterpillar,caterpillar (18),63.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),19,cattle,牛 / cattle (19),0.0,True,True,True
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),20,chair,chair (20),86.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),21,chimpanzee,黑猩猩 / chimpanzee (21),87.0,False,False,True
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),22,clock,clock (22),67.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),23,cloud,cloud (23),81.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),24,cockroach,cockroach (24),79.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),25,couch,couch (25),55.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),26,crab,crab (26),64.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),27,crocodile,crocodile (27),56.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),28,cup,cup (28),76.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),29,dinosaur,dinosaur (29),66.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),30,dolphin,dolphin (30),71.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),31,elephant,大象 / elephant (31),62.0,False,False,True
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),32,flatfish,flatfish (32),62.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),33,forest,forest (33),57.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),34,fox,fox (34),77.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),35,girl,girl (35),49.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),36,hamster,hamster (36),81.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),37,house,house (37),78.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),38,kangaroo,袋鼠 / kangaroo (38),62.0,False,False,True
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),39,keyboard,keyboard (39),77.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),40,lamp,lamp (40),61.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),41,lawn_mower,lawn_mower (41),87.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),42,leopard,leopard (42),78.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),43,lion,lion (43),82.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),44,lizard,lizard (44),41.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),45,lobster,lobster (45),60.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),46,man,man (46),43.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),47,maple_tree,maple_tree (47),63.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),48,motorcycle,摩托車 / motorcycle (48),93.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),49,mountain,mountain (49),84.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),50,mouse,mouse (50),51.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),51,mushroom,mushroom (51),65.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),52,oak_tree,oak_tree (52),65.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),53,orange,orange (53),87.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),54,orchid,蘭花 / orchid (54),84.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),55,otter,otter (55),44.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),56,palm_tree,palm_tree (56),87.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),57,pear,pear (57),77.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),58,pickup_truck,皮卡車 / pickup_truck (58),83.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),59,pine_tree,pine_tree (59),70.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),60,plain,plain (60),86.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),61,plate,plate (61),67.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),62,poppy,罌粟花 / poppy (62),82.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),63,porcupine,porcupine (63),70.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),64,possum,possum (64),50.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),65,rabbit,rabbit (65),55.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),66,raccoon,raccoon (66),81.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),67,ray,ray (67),56.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),68,road,road (68),93.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),69,rocket,rocket (69),78.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),70,rose,玫瑰 / rose (70),71.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),71,sea,sea (71),78.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),72,seal,seal (72),46.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),73,shark,shark (73),59.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),74,shrew,shrew (74),49.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),75,skunk,skunk (75),89.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),76,skyscraper,skyscraper (76),88.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),77,snail,snail (77),63.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),78,snake,snake (78),60.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),79,spider,spider (79),73.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),80,squirrel,squirrel (80),54.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),81,streetcar,streetcar (81),73.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),82,sunflower,向日葵 / sunflower (82),91.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),83,sweet_pepper,sweet_pepper (83),66.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),84,table,table (84),68.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),85,tank,tank (85),72.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),86,telephone,telephone (86),66.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),87,television,television (87),77.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),88,tiger,tiger (88),80.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),89,tractor,tractor (89),85.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),90,train,火車 / train (90),85.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),91,trout,trout (91),79.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),92,tulip,鬱金香 / tulip (92),60.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),93,turtle,turtle (93),57.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),94,wardrobe,wardrobe (94),91.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),95,whale,whale (95),73.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),96,willow_tree,willow_tree (96),66.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),97,wolf,wolf (97),74.0,False,False,False
large_omnivores_and_herbivores,大型雜食/草食動物,hardfirst,large_omni_hardfirst_seed1_k5,1,19,牛 / cattle (19),98,woman,woman (98),48.0,False,False,False
